measurement_timestamp,autopower12,autopower11,autopower_total
2024-09-20 08:30:00+00:00,205.7686222222222,159.70379827729923,365.47242049952143
2024-09-20 09:00:00+00:00,205.83141325811002,159.773225,365.60463825811
2024-09-20 09:30:00+00:00,205.68555432064463,159.77170047235344,365.45725479299807
2024-09-20 10:00:00+00:00,205.599813837177,159.79401778271742,365.3938316198944
2024-09-20 10:30:00+00:00,205.659375,159.57464444444446,365.23401944444447
2024-09-20 11:00:00+00:00,205.7419338705196,159.82739372047791,365.56932759099755
2024-09-20 11:30:00+00:00,205.6790525145874,159.87474576271185,365.5537982772993
2024-09-20 12:00:00+00:00,205.72889135871077,159.9341178105029,365.66300916921364
2024-09-20 12:30:00+00:00,205.722875,159.88807500000001,365.61095
2024-09-20 13:00:00+00:00,205.8007668796888,159.7584745762712,365.55924145596
2024-09-20 13:30:00+00:00,205.6010669630453,159.73505418171715,365.33612114476244
2024-09-20 14:00:00+00:00,205.60982222222222,159.55041666666665,365.1602388888889
2024-09-20 14:30:00+00:00,205.53905807168655,159.49453459294247,365.03359266462905
2024-09-20 15:00:00+00:00,205.46205056960267,159.38934426229508,364.8513948318978
2024-09-20 15:30:00+00:00,205.31669722222222,159.44854999999998,364.76524722222223
2024-09-20 16:00:00+00:00,205.3175659905529,159.3654987496527,364.6830647402056
2024-09-20 16:30:00+00:00,205.31877188107808,159.39564045568213,364.71441233676023
2024-09-20 17:00:00+00:00,205.24665184773548,159.3383828841345,364.58503473187
2024-09-20 17:30:00+00:00,205.2946,159.1956,364.4902
2024-09-20 18:00:00+00:00,205.409027507641,159.34175604334538,364.7507835509864
2024-09-20 18:30:00+00:00,205.2610586273965,159.31492636843566,364.5759849958322
2024-09-20 19:00:00+00:00,205.2349111111111,159.3902222222222,364.62513333333334
2024-09-20 19:30:00+00:00,205.32805501528205,159.1638371769936,364.49189219227566
2024-09-20 20:00:00+00:00,205.23109752709087,159.32088357877188,364.55198110586275
2024-09-20 20:30:00+00:00,205.2370241733815,159.23436787996664,364.47139205334815
2024-09-20 21:00:00+00:00,205.10656944444443,159.31630833333332,364.4228777777778
2024-09-20 21:30:00+00:00,205.17360100027784,159.40735204223395,364.5809530425118
2024-09-20 22:00:00+00:00,205.38200333425954,159.0652097804946,364.44721311475416
2024-09-20 22:30:00+00:00,205.28507777777776,159.04729999999998,364.33237777777777
2024-09-20 23:00:00+00:00,205.08011392053348,159.11897471519865,364.1990886357321
2024-09-20 23:30:00+00:00,205.26561544873576,159.2094498471798,364.47506529591556
2024-09-21 00:00:00+00:00,205.33573888888887,159.11235833333333,364.4480972222222
2024-09-21 00:30:00+00:00,205.38619060850237,159.09467352042233,364.48086412892474
2024-09-21 01:00:00+00:00,205.19045568213394,159.27101139205337,364.46146707418734
2024-09-21 01:30:00+00:00,205.36601278132815,159.22295081967215,364.5889636010003
2024-09-21 02:00:00+00:00,205.12835833333332,159.22375277777778,364.35211111111107
2024-09-21 02:30:00+00:00,205.18985551542096,159.1930980828008,364.3829535982218
2024-09-21 03:00:00+00:00,205.19285912753543,159.11770769658239,364.3105668241178
2024-09-21 03:30:00+00:00,205.08090833333333,159.3347472222222,364.41565555555553
2024-09-21 04:00:00+00:00,205.2618199499861,159.11348430119477,364.37530425118086
2024-09-21 04:30:00+00:00,205.25112253403722,159.10386496248958,364.3549874965268
2024-09-21 05:00:00+00:00,205.13928313420396,159.17847735482079,364.31776048902475
2024-09-21 05:30:00+00:00,205.27499166666666,159.31816111111112,364.5931527777778
2024-09-21 06:00:00+00:00,205.2371214226174,159.18665462628508,364.4237760489025
2024-09-21 06:30:00+00:00,205.0956904695749,159.36091136426785,364.45660183384274
2024-09-21 07:00:00+00:00,205.237525,159.09456666666668,364.33209166666666
2024-09-21 07:30:00+00:00,205.26052792442346,159.2574770769658,364.51800500138927
2024-09-21 08:00:00+00:00,205.33210336204502,159.23809391497636,364.5701972770214
2024-09-21 08:30:00+00:00,205.2850791886635,159.19192777777778,364.4770069664413
2024-09-21 09:00:00+00:00,205.23839999999998,159.38176437899418,364.62016437899416
2024-09-21 09:30:00+00:00,205.27361767157544,159.3616365657127,364.6352542372881
2024-09-21 10:00:00+00:00,205.26146985273687,159.14542095026397,364.4068908030008
2024-09-21 10:30:00+00:00,205.20959722222221,159.20916666666665,364.41876388888886
2024-09-21 11:00:00+00:00,205.23862739649903,159.22584328980273,364.46447068630175
2024-09-21 11:30:00+00:00,205.26867185329257,159.28255348707975,364.5512253403723
2024-09-21 12:00:00+00:00,205.2624416666667,159.29171666666667,364.55415833333336
2024-09-21 12:30:00+00:00,205.21107807724368,159.32495693248123,364.5360350097249
2024-09-21 13:00:00+00:00,205.1762378438455,159.18608502361766,364.36232286746315
2024-09-21 13:30:00+00:00,205.340600166713,159.38901083634343,364.72961100305645
2024-09-21 14:00:00+00:00,205.21788333333333,159.13230833333333,364.35019166666666
2024-09-21 14:30:00+00:00,205.2801806057238,159.20923867741038,364.4894192831342
2024-09-21 15:00:00+00:00,205.09833564879133,159.26860516810225,364.3669408168936
2024-09-21 15:30:00+00:00,205.21295,159.28863888888887,364.5015888888889
2024-09-21 16:00:00+00:00,205.28331203111975,159.4413475965546,364.7246596276743
2024-09-21 16:30:00+00:00,205.4032008891359,159.2399944429008,364.6431953320367
2024-09-21 17:00:00+00:00,205.21381494859685,159.28747222222222,364.50128717081907
2024-09-21 17:30:00+00:00,205.1690583333333,159.19589330369547,364.36495163702875
2024-09-21 18:00:00+00:00,205.26161711586553,159.2476076687969,364.5092247846624
2024-09-21 18:30:00+00:00,205.26857460405668,159.20579327590997,364.4743678799666
2024-09-21 19:00:00+00:00,205.10509166666668,159.16951111111112,364.2746027777778
2024-09-21 19:30:00+00:00,205.20320644623507,159.21053070297305,364.41373714920815
2024-09-21 20:00:00+00:00,205.28283967768826,159.2299166435121,364.51275632120036
2024-09-21 20:30:00+00:00,205.16944706863018,159.14050833333334,364.3099554019635
2024-09-21 21:00:00+00:00,205.21445,159.15964990275077,364.3740999027508
2024-09-21 21:30:00+00:00,205.0445123645457,159.23210058349542,364.27661294804113
2024-09-21 22:00:00+00:00,205.17162545151433,159.2812531258683,364.45287857738265
2024-09-21 22:30:00+00:00,205.07573611111113,159.157225,364.23296111111114
2024-09-21 23:00:00+00:00,205.24687135315367,159.2591303139761,364.5060016671298
2024-09-21 23:30:00+00:00,205.0589330369547,159.1041400388997,364.1630730758544
2024-09-22 00:00:00+00:00,205.15264444444446,159.09019166666667,364.24283611111116
2024-09-22 00:30:00+00:00,205.08109752709086,159.2011558766324,364.2822534037233
2024-09-22 01:00:00+00:00,205.10020561267018,159.14550152820226,364.24570714087247
2024-09-22 01:30:00+00:00,205.2043345373715,159.38794722222224,364.59228175959373
2024-09-22 02:00:00+00:00,205.1759611111111,159.24388719088637,364.4198483019975
2024-09-22 02:30:00+00:00,205.10765490414005,159.20753542650735,364.3151903306474
2024-09-22 03:00:00+00:00,205.09395665462628,159.14275076410112,364.2367074187274
2024-09-22 03:30:00+00:00,205.10513055555555,159.05863055555554,364.16376111111106
2024-09-22 04:00:00+00:00,204.99414559599887,159.14687968880244,364.14102528480134
2024-09-22 04:30:00+00:00,205.13114476243402,159.0437621561545,364.1749069185885
2024-09-22 05:00:00+00:00,205.04827729924978,159.14741666666666,364.19569396591646
2024-09-22 05:30:00+00:00,205.1574138888889,159.10831342039455,364.2657273092834
2024-09-22 06:00:00+00:00,205.28916921367045,159.24574604056681,364.53491525423726
2024-09-22 06:30:00+00:00,205.08184217838289,159.14557099194218,364.22741317032506
2024-09-22 07:00:00+00:00,205.1157472222222,159.18281944444445,364.29856666666666
2024-09-22 07:30:00+00:00,205.14725479299804,159.22517088080022,364.37242567379826
2024-09-22 08:00:00+00:00,205.00286746318423,159.15851903306475,364.16138649624895
2024-09-22 08:30:00+00:00,205.11445833333335,159.1222388888889,364.23669722222223
2024-09-22 09:00:00+00:00,205.2304667963323,159.19431786607393,364.42478466240624
2024-09-22 09:30:00+00:00,205.16802722978608,159.27985829397056,364.44788552375667
2024-09-22 10:00:00+00:00,205.1521922756321,159.26531536537928,364.4175076410114
2024-09-22 10:30:00+00:00,205.18272777777776,159.2736222222222,364.45634999999993
2024-09-22 11:00:00+00:00,205.17233676021118,159.12675187552097,364.2990886357321
2024-09-22 11:30:00+00:00,205.0835482078355,159.3183439844401,364.40189219227557
2024-09-22 12:00:00+00:00,205.31613611111112,159.1556388888889,364.471775
2024-09-22 12:30:00+00:00,205.42470964156712,159.15967490969715,364.5843845512643
2024-09-22 13:00:00+00:00,205.23881078077244,159.3130841900528,364.55189497082523
2024-09-22 13:30:00+00:00,205.38927757710474,159.30682777777776,364.6961053548825
2024-09-22 14:00:00+00:00,205.21126944444444,159.23987774381771,364.45114718826215
2024-09-22 14:30:00+00:00,205.45967213114753,159.30523200889135,364.7649041400389
2024-09-22 15:00:00+00:00,205.33128368991387,159.39560155598778,364.72688524590166
2024-09-22 15:30:00+00:00,205.24384166666667,159.23160833333333,364.47545
2024-09-22 16:00:00+00:00,205.28486801889414,159.25803000833565,364.5428980272298
2024-09-22 16:30:00+00:00,205.28225062517365,159.3354542928591,364.61770491803276
2024-09-22 17:00:00+00:00,205.19678611111112,159.24990833333334,364.44669444444446
2024-09-22 17:30:00+00:00,205.09140038899693,159.1772020005557,364.2686023895526
2024-09-22 18:00:00+00:00,205.29479577660462,159.32339538760766,364.61819116421225
2024-09-22 18:30:00+00:00,205.32959155320924,159.18569602667407,364.5152875798833
2024-09-22 19:00:00+00:00,205.16543055555556,159.27551944444446,364.44095000000004
2024-09-22 19:30:00+00:00,205.24599055293137,159.16976382328426,364.41575437621566
2024-09-22 20:00:00+00:00,205.37378716310087,159.27704362322868,364.65083078632955
2024-09-22 20:30:00+00:00,205.273,159.21596666666667,364.48896666666667
2024-09-22 21:00:00+00:00,205.0797110308419,159.14895804390108,364.228669074743
2024-09-22 21:30:00+00:00,205.27841622672963,159.2300833564879,364.50849958321754
2024-09-22 22:00:00+00:00,205.19728257849403,159.1687888888889,364.36607146738294
2024-09-22 22:30:00+00:00,205.20614166666667,159.11247290914142,364.31861457580806
2024-09-22 23:00:00+00:00,205.24108641289249,159.25213114754098,364.49321756043344
2024-09-22 23:30:00+00:00,205.1627785495971,159.12106140594608,364.28383995554316
2024-09-23 00:00:00+00:00,205.18488333333332,159.06211944444445,364.24700277777777
2024-09-23 00:30:00+00:00,205.15271742150597,159.03654626285078,364.1892636843568
2024-09-23 01:00:00+00:00,205.21585162545153,158.97789663795498,364.1937482634065
2024-09-23 01:30:00+00:00,205.02050277777778,159.288525,364.30902777777777
2024-09-23 02:00:00+00:00,205.16629619338704,159.20070297304807,364.3669991664351
2024-09-23 02:30:00+00:00,205.01629341483743,159.21196165601557,364.22825507085304
2024-09-23 03:00:00+00:00,205.26336760211169,159.23527090858573,364.49863851069745
2024-09-23 03:30:00+00:00,205.063,159.09169722222222,364.15469722222224
2024-09-23 04:00:00+00:00,205.1229730480689,159.21920255626563,364.34217560433456
2024-09-23 04:30:00+00:00,205.24607113086967,159.2116337871631,364.45770491803273
2024-09-23 05:00:00+00:00,205.17939444444445,159.23720277777778,364.4165972222222
2024-09-23 05:30:00+00:00,205.2596193387052,159.44307585440401,364.7026951931092
2024-09-23 06:00:00+00:00,205.65900805779384,159.7192442345096,365.37825229230344
2024-09-23 06:30:00+00:00,205.65847735482077,159.65489024729092,365.3133676021117
2024-09-23 07:00:00+00:00,205.8494638888889,159.66441944444443,365.5138833333333
2024-09-23 07:30:00+00:00,205.81726868574603,159.94350930814116,365.7607779938872
2024-09-23 08:00:00+00:00,205.9818393998333,159.99960266740763,365.9814420672409
2024-09-23 08:30:00+00:00,205.84463888888888,159.7418722222222,365.5865111111111
2024-09-23 09:00:00+00:00,206.1153987218672,159.94103362045013,366.0564323423173
2024-09-23 09:30:00+00:00,205.81602111697694,159.74888024451238,365.5649013614893
2024-09-23 10:00:00+00:00,205.76064462350652,159.70782161711588,365.46846624062243
2024-09-23 10:30:00+00:00,205.78723055555554,159.82103055555558,365.6082611111111
2024-09-23 11:00:00+00:00,205.7969269241456,159.66313698249513,365.4600639066407
2024-09-23 11:30:00+00:00,205.6951125312587,159.73947485412614,365.4345873853848
2024-09-23 12:00:00+00:00,205.8977138888889,159.98530555555556,365.88301944444447
2024-09-23 12:30:00+00:00,205.80054181717145,159.89198666296193,365.6925284801334
2024-09-23 13:00:00+00:00,205.93861072520144,159.78260072242287,365.72121144762434
2024-09-23 13:30:00+00:00,205.9258432898027,159.943834398444,365.8696776882467
2024-09-23 14:00:00+00:00,205.840025,159.72779166666666,365.56781666666666
2024-09-23 14:30:00+00:00,205.83169491525425,159.80732981383719,365.63902472909143
2024-09-23 15:00:00+00:00,205.62255626562933,159.70699638788554,365.32955265351484
2024-09-23 15:30:00+00:00,205.62514722222224,159.605875,365.23102222222224
2024-09-23 16:00:00+00:00,205.42116421228118,159.61390941928312,365.0350736315643
2024-09-23 16:30:00+00:00,205.41050569602666,159.51939149763822,364.9298971936649
2024-09-23 17:00:00+00:00,205.39003334259516,159.36702139483188,364.75705473742704
2024-09-23 17:30:00+00:00,205.39188055555553,159.36439166666668,364.7562722222222
2024-09-23 18:00:00+00:00,205.44617393720478,159.49831897749374,364.9444929146985
2024-09-23 18:30:00+00:00,205.44623506529592,159.55246179494304,364.99869686023897
2024-09-23 19:00:00+00:00,205.36909722222222,159.3227777777778,364.691875
2024-09-23 19:30:00+00:00,205.42752153375937,159.27694637399279,364.70446790775213
2024-09-23 20:00:00+00:00,205.32956654626284,159.35214781883857,364.6817143651014
2024-09-23 20:30:00+00:00,205.34349819394276,159.2954931925535,364.6389913864963
2024-09-23 21:00:00+00:00,205.2615361111111,159.31623888888888,364.577775
2024-09-23 21:30:00+00:00,205.32293414837454,159.32247013059182,364.64540427896634
2024-09-23 22:00:00+00:00,205.26474020561267,159.25324534592943,364.5179855515421
2024-09-23 22:30:00+00:00,205.16413888888889,159.2025388888889,364.3666777777778
2024-09-23 23:00:00+00:00,205.36912475687691,159.11233953876078,364.4814642956377
2024-09-23 23:30:00+00:00,205.19261461517087,159.13332036676854,364.32593498193944
2024-09-24 00:00:00+00:00,205.18545429285913,159.17427063073075,364.35972492358985
2024-09-24 00:30:00+00:00,205.21143055555555,159.15736388888888,364.36879444444446
2024-09-24 01:00:00+00:00,205.2794998610725,159.27464573492637,364.5541455959989
2024-09-24 01:30:00+00:00,205.2589441511531,159.18003889969435,364.43898305084747
2024-09-24 02:00:00+00:00,205.07982777777778,159.0401194776327,364.11994725541047
2024-09-24 02:30:00+00:00,205.17923589886078,159.06447777777777,364.24371367663855
2024-09-24 03:00:00+00:00,205.0019366490692,159.1572214504029,364.15915809947205
2024-09-24 03:30:00+00:00,205.09976938038344,159.3073909419283,364.4071603223117
2024-09-24 04:00:00+00:00,205.2696527777778,159.21145277777777,364.4811055555556
2024-09-24 04:30:00+00:00,205.14024451236455,159.18776604612393,364.3280105584885
2024-09-24 05:00:00+00:00,205.3981606001667,159.20637677132535,364.60453737149203
2024-09-24 05:30:00+00:00,205.33029722222224,159.33051403167548,364.6608112538977
2024-09-24 06:00:00+00:00,205.6137454848569,159.5305361111111,365.144281595968
2024-09-24 06:30:00+00:00,205.64742984162268,159.64027229786052,365.2877021394832
2024-09-24 07:00:00+00:00,205.73003056404556,159.79444012225616,365.5244706863017
2024-09-24 07:30:00+00:00,205.65016666666665,159.61891666666665,365.2690833333333
2024-09-24 08:00:00+00:00,205.90766879688803,159.72742428452347,365.63509308141147
2024-09-24 08:30:00+00:00,205.79766601833845,159.886323978883,365.6839899972215
2024-09-24 09:00:00+00:00,205.90439722222223,159.85493192553488,365.7593291477571
2024-09-24 09:30:00+00:00,205.75434287302028,159.74568055555557,365.50002342857584
2024-09-24 10:00:00+00:00,205.73715198666298,159.54711586551818,365.2842678521812
2024-09-24 10:30:00+00:00,205.66213948318978,159.69914142817447,365.36128091136425
2024-09-24 11:00:00+00:00,205.74086111111112,159.5969185884968,365.33777969960795
2024-09-24 11:30:00+00:00,205.88959155320924,159.75970277777776,365.649294330987
2024-09-24 12:00:00+00:00,206.06441511530983,159.815393164768,365.87980828007784
2024-09-24 12:30:00+00:00,205.7666018338427,159.77594053903863,365.54254237288137
2024-09-24 13:00:00+00:00,205.873775,159.65488888888888,365.5286638888889
2024-09-24 13:30:00+00:00,205.88652125590443,159.70140316754654,365.587924423451
2024-09-24 14:00:00+00:00,205.7412420116699,159.61679911086412,365.358041122534
2024-09-24 14:30:00+00:00,205.64424166666666,159.53880244512365,365.1830441117903
2024-09-24 15:00:00+00:00,205.68092247846624,159.63919166666668,365.32011414513295
2024-09-24 15:30:00+00:00,205.5018366212837,159.44676298971936,364.94859961100303
2024-09-24 16:00:00+00:00,205.48218949708252,159.57263128646846,365.054820783551
2024-09-24 16:30:00+00:00,205.3637111111111,159.32727222222223,364.6909833333333
2024-09-24 17:00:00+00:00,205.41289247013057,159.33666018338428,364.74955265351485
2024-09-24 17:30:00+00:00,205.27110308419006,159.23438177271464,364.5054848569047
2024-09-24 18:00:00+00:00,205.09836111111113,159.14474020561266,364.2431013167238
2024-09-24 18:30:00+00:00,205.32164490136148,159.2082777777778,364.5299226791393
2024-09-24 19:00:00+00:00,205.250558488469,159.3025951653237,364.5531536537927
2024-09-24 19:30:00+00:00,205.07909166666667,159.3395971103084,364.41868877697505
2024-09-24 20:00:00+00:00,205.23079744373436,159.224675,364.4554724437344
2024-09-24 20:30:00+00:00,205.23776326757434,159.35920811336482,364.5969713809392
2024-09-24 21:00:00+00:00,205.386310086135,159.35263962211724,364.7389497082522
2024-09-24 21:30:00+00:00,205.24283888888888,159.33440122256184,364.5772401114507
2024-09-24 22:00:00+00:00,205.13843567657682,159.16318055555556,364.30161623213235
2024-09-24 22:30:00+00:00,204.95638510697415,159.09015004167824,364.0465351486524
2024-09-24 23:00:00+00:00,205.2110530702973,159.16449847179774,364.3755515420951
2024-09-24 23:30:00+00:00,205.03989444444446,159.152861906085,364.19275635052946
2024-09-25 00:00:00+00:00,205.15896637954987,159.07306111111112,364.232027490661
2024-09-25 00:30:00+00:00,205.08188107807726,159.20182272853572,364.28370380661295
2024-09-25 01:00:00+00:00,205.11905,159.1352875798833,364.2543375798833
2024-09-25 01:30:00+00:00,205.3133537093637,159.19003055555558,364.5033842649193
2024-09-25 02:00:00+00:00,205.15580994720756,159.0986246179494,364.254434565157
2024-09-25 02:30:00+00:00,205.08526257293693,159.13774381772714,364.22300639066407
